x y
-6.0 -66.72072344586786
-5.9 -86.49861010162033
-5.800000000000001 -98.39667132363728
-5.700000000000001 -76.0161680917088
-5.600000000000001 -79.121914912939
-5.500000000000002 -66.7139230996088
-5.400000000000002 -66.06571623608863
-5.3000000000000025 -71.49819465186982
-5.200000000000003 -76.20742083005518
-5.100000000000003 -61.58749403147272
-5.0000000000000036 -60.65707757786485
-4.900000000000004 -53.90562423178683
-4.800000000000004 -46.28058050302371
-4.700000000000005 -49.482599532742945
-4.600000000000005 -45.96490682838504
-4.500000000000005 -46.5312634020323
-4.400000000000006 -41.000595619739016
-4.300000000000006 -34.60442688978178
-4.200000000000006 -54.773044917802004
-4.100000000000007 -38.45132496843119
-4.000000000000007 -39.41349000355874
-3.9000000000000075 -37.984554091485194
-3.800000000000008 -41.558674835614056
-3.700000000000008 -40.27997238865038
-3.6000000000000085 -29.342097314053227
-3.500000000000009 -21.889712561840447
-3.4000000000000092 -37.57473717362896
-3.3000000000000096 -19.112573521058476
-3.20000000000001 -25.51633273315015
-3.1000000000000103 -4.330642444436558
-3.0000000000000107 -19.98371613488532
-2.900000000000011 -5.95485397094931
-2.8000000000000114 -14.67440205605383
-2.7000000000000117 -7.375632810723189
-2.600000000000012 -17.91959782357016
-2.5000000000000124 -11.725873623973635
-2.400000000000013 -12.18772843967033
-2.300000000000013 -8.101900442285272
-2.2000000000000135 -23.303370653871625
-2.100000000000014 -1.4218078639177643
-2.000000000000014 -19.21561975485033
-1.9000000000000146 -4.597021957873059
-1.800000000000015 -0.341161919440765
-1.7000000000000153 5.5667124479250205
-1.6000000000000156 11.556155002034094
-1.500000000000016 -2.052093388496676
-1.4000000000000163 8.65959141894214
-1.3000000000000167 -0.6064932850517968
-1.200000000000017 2.862330464644836
-1.1000000000000174 6.7963657850880415
-1.0000000000000178 -5.993295199967918
-0.9000000000000181 15.085293935894903
-0.8000000000000185 -5.394593946201541
-0.7000000000000188 13.094006346170282
-0.6000000000000192 6.016843220214575
-0.5000000000000195 -1.8157432654526229
-0.4000000000000199 11.10288838492507
-0.30000000000002025 -2.4501327384955776
-0.2000000000000206 12.610842010239763
-0.10000000000002096 6.382044152262497
-2.1316282072803006e-14 22.440523540329984
0.09999999999997833 19.106604424258993
0.19999999999997797 25.739883373398712
0.2999999999999776 16.081611272507377
0.39999999999997726 18.496256957938385
0.4999999999999769 31.091152747885403
0.5999999999999766 29.72022782950247
0.6999999999999762 2.106504001339774
0.7999999999999758 9.474273968170401
0.8999999999999755 7.767599153720624
0.9999999999999751 4.0332450604356715
1.0999999999999748 14.457973175964518
1.1999999999999744 12.474532426320375
1.299999999999974 2.9185613745388626
1.3999999999999737 31.008066797146327
1.4999999999999734 16.133264148679977
1.599999999999973 10.301665402969503
1.6999999999999726 20.90118869515588
1.7999999999999723 11.15787161451723
1.899999999999972 -1.1187721360312786
1.9999999999999716 2.389720484785694
2.0999999999999712 9.491953270814545
2.199999999999971 1.3409763951994131
2.2999999999999705 4.410144941236631
2.39999999999997 1.5462769905224576
2.49999999999997 16.15060481921138
2.5999999999999694 2.565834415693739
2.699999999999969 1.1365207409863332
2.7999999999999687 6.281107145400824
2.8999999999999684 4.978561885666756
2.999999999999968 -4.662531237257414
3.0999999999999677 -2.4998073837679873
3.1999999999999673 -5.811849760124566
3.299999999999967 3.048647251772505
3.3999999999999666 7.708511501394597
3.4999999999999662 -11.704805930093128
3.599999999999966 -10.090771483500113
3.6999999999999655 -9.48396261280688
3.799999999999965 3.769478940353796
3.899999999999965 -1.6253757366172188
3.9999999999999645 -3.8087912837346067
4.099999999999964 -9.504223179012016
4.199999999999964 -3.8519616551243363
4.299999999999963 -23.333113504742002
4.399999999999963 -34.247723870546736
4.499999999999963 -29.03925244608932
4.599999999999962 -25.884839565887905
4.699999999999962 -22.65400587083704
4.799999999999962 -35.844643281028084
4.899999999999961 -16.125205165164118
4.999999999999961 -36.19369533932944
5.099999999999961 -17.3849150616116
5.19999999999996 -40.64343293195824
5.29999999999996 -29.70397487428646
5.3999999999999595 -39.98293943104183
5.499999999999959 -42.598925234190546
5.599999999999959 -43.753130801807565
5.699999999999958 -55.31500523677985
5.799999999999958 -47.29155171759291
5.899999999999958 -36.33480111972161
